brand,description,name,oos,price,short_description,url
PENFOLDS,"Product Weight2.07 kgPenfolds Bin 149 Cabernet Sauvignon seeks out northern hempisphere excellence via meticulous vineyard and block selection, reinforced by flagship-worthy South Australian cabernet sauvignon. The name Bin 149 reflects the 14.9% premium Australian cabernet sauvignon that has been blended with the Napa parcels.NOSEIntense aromas of cassis, plum and black fruits combine with toasty oak and sweet spice notes.PALATEPowerful, rich and smooth bursting with cassis, black currant and spice, fresh acidity and ripe tannins with a long finish.",PENFOLDS BIN 149 - CABERNET SAUVIGNON - WINE OF THE WORLD - 2018,,270,"This brand new project from Penfolds is decades in the making and combines wine from California and Australia with master winemaker Peter Gago at the helm. The success of Penfolds has been driven by the generations of visionaries and innovators and this project incapsulates just how innovative and iconoclastic this producer really is, always pushing the boundries of what is possible.Read more",https://www.krisshop.com/en/product/b507a5355c0d0a5c/penfolds-bin-149-cabernet-sauvignon-wine-of-the-world-2018.html
KAY BROTHERS,"Product Weight1.3 kgTasting Notes: Deep ruby colour. Alluring notes of smoky chacuterie, mocha, blackberry and dried herbs followed by a hint of cedar. The palate is dense and concentrated. Lashings of rich dark berry fruits, marzipan and underlying earthiness. Followed by fine chocolate like tannins on the finish.Region: McLaren Vale.Grapes: 100% Shiraz.Country: Australia.",KAY BROTHERS 'HILLSIDE' SHIRAZ - McLAREN VALE - 2017,,80,"Tasting Notes: Deep ruby colour. Alluring notes of smoky chacuterie, mocha, blackberry and dried herbs followed by a hint of cedar. The palate is dense and concentrated. Lashings of rich dark berry fruits, marzipan and underlying earthiness. Followed by fine chocolate like tannins on the finish.Region: McLaren Vale.Grapes: 100% Shiraz.Country: Australia.Read more",https://www.krisshop.com/en/product/d28ef626c977f718/kay-brothers-hillside-shiraz-mclaren-vale-2017.html
TASCA,"Product Weight1.3 kgTasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Tasting NotesThe 2017 Sicilia Chardonnay Vigna San Francesco Tenuta Regaleali (with 40,000 bottles made) is rich with candied orange and pistachio cream. This is a full-bodied white with pretty accents of Sicilian wide-leaf oregano and rosemary that give extra lift and energy to the bouquet. Compared to the other full-bodied Chardonnays from Sicily (samples from Planeta and Tenuta Rapitalà were in this same flight), this wine is slightly more defined by citrus and mountain herbs. It is less overtly opulent. The quality is excellent across the board on all these wines, but each boasts a distinct personality.Grape VarietiesChardonnayCountryItaly.Size750 ml.",TASCA D'ALMERITA - CHARDONNAY - 2017,,80,"Tasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Read more",https://www.krisshop.com/en/product/ccd6454dc346b0a9/tasca-d-almerita-chardonnay-2017.html
TASCA,"Product Weight1.3 kgTasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Tasting NotesPale straw yellow in color, Tasca d'Almerita Grillo offers a broad range of bright fruit aromas from crisp citrus to white peach, tangy apricots, and exotic tropical fruit like pineapple.  An elegant backbone of minerality carries the wine across the palate and leads into a balanced finish.Grape VarietiesGrilloCountryItaly.Size750 ml.",TASCA D'ALMERITA GRILLO CAVALLO DELLE FATE - 2019,,48,"Tasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Read more",https://www.krisshop.com/en/product/ccd35f4dc344a700/tasca-d-almerita-grillo-cavallo-delle-fate-2019.html
GUIGAL,"Product Weight1.3 kgRegarded by many as Rhône's top winemaker. In the tiny village of Ampuis, below the famous slope of Cote Rotie, Marcel Guigal produces not only the world famous single vineyard wines but also an excellent range of very high quality red, white and rose wines-representing the different styles of the Northern and Southern Rhône. E.Guigal's international renown comes from his firm belief in low yields, old vines and allowing the grapes and terroir their own freedom of expression with minimal intervention from the wine maker.Tasting Notes : A bright, golden color on first look. A fresh note marked by distinctive Viognier aromas of white flowers, apricot, acacia and white peach. The fruits come through on the palate, with plenty of richness and body. A well-rounded wine with elegance, power and balance.Grapes Varietes : 100% Viognier.Country : FranceSize : 750 ml.",E. GUIGAL - CONDRIEU - 2018,,112,"Regarded by many as Rhône's top winemaker. In the tiny village of Ampuis, below the famous slope of Cote Rotie, Marcel Guigal produces not only the world famous single vineyard wines but also an excellent range of very high quality red, white and rose wines-representing the different styles of the Northern and Southern Rhône. E.Guigal's international renown comes from his firm belief in low yields, old vines and allowing the grapes and terroir their own freedom of expression with minimal intervention from the wine maker.Read more",https://www.krisshop.com/en/product/7626794d92284e2e/e-guigal-condrieu-2018.html
VEUVE CLICQUOT,"Product Weight0 kgCreated in 1962 and launched in 1972 to celebrate the bicentenary of the House, La Grande Dame is a wine that is both a tribute to Madame Clicquot and the reflection of the Veuve Clicquot terroir. Pursuing this quest for perfection, Dominique Dermarville, Veuve Clicquot’s inspired Cellar Master reveals his very first La Grande Dame creation via this new vintage: La Grande Dame 2006.","VEUVE CLICQUOT ""LA GRANDE DAME"" BRUT - CHAMPAGNE - 2006",,219,"Created in 1962 and launched in 1972 to celebrate the bicentenary of the House, La Grande Dame is a wine that is both a tribute to Madame Clicquot and the reflection of the Veuve Clicquot terroir. Pursuing this quest for perfection, Dominique Dermarville, Veuve Clicquot’s inspired Cellar Master reveals his very first La Grande Dame creation via this new vintage: La Grande Dame 2006.Read more",https://www.krisshop.com/en/product/7f0f805f0a8e6732/veuve-clicquot-la-grande-dame-brut-champagne-2006.html
BOTTEGA SPA,"Product Weight9.5 kgBottega Stella is a Brut sparkling wine of great personality that originates from a special cuveé obtained from Pinot Noir, Chardonnay and Glera grapes. The bottle of great and immediate impact portrays a constellation on its surface. The blue background highlights the stars that shine intensely, thanks to the LED light bulb placed at the base of the bottle and which can be activated through the simple flip of a switch. Original and refined, Bottega Stella is an intriguing suggestion for exclusive parties, informal events or evenings with friends.Tasting Note : Color and Appearance: Straw-yellow, fine and persistent perlage.Bouquet: Complex, elegant and refined, characterized by delicate fruityand floral notes, with aromas of crusty bread and yeast at the end.Taste: Full, lively and fresh, characterized by its savory and balancedacidity.Grapes Varieties : Pinot Noir, Chardonnay, GleraCountry : Italy Size : 750 ml",BOTTEGA STELLA MILLESIMATO BRUT,,78,"Bottega Stella is a Brut sparkling wine of great personality that originates from a special cuveé obtained from Pinot Noir, Chardonnay and Glera grapes. The bottle of great and immediate impact portrays a constellation on its surface. The blue background highlights the stars that shine intensely, thanks to the LED light bulb placed at the base of the bottle and which can be activated through the simple flip of a switch. Original and refined, Bottega Stella is an intriguing suggestion for exclusive parties, informal events or evenings with friends.Read more",https://www.krisshop.com/en/product/e720723eea55498b/bottega-stella-millesimato-brut.html
CHATEAU PAVIE,"Product Weight1 kgChateau Pavie is a unique style of Bordeaux wine that is deep in colour. In fact, it is often opaque in the best years. The wine that comes out of Chateau Pavie is rich and filled with minerality, showing the unique purity of fruit.Tasting notes: The 2012 Pavie celebrates its reclassification and upgrade to Class A St.-Emilion by sporting a new black label with gold print. From 47-year-old vines, the 2012 has an inky purple color, judicious toasty oak in the nose interwoven with copious blackberry and blackcurrant fruit, Christmas spices, as well as licorice and graphite. Full-bodied, rich and moderately tannic, it will require 5-7 years of bottle age but should drink well for 20-30 years.Grape varieties:Merlot, Cabernet Franc, Cabernet Sauvignon.Country:France.Size:750ml.",CHATEAU PAVIE - SAINT EMILION GRAND CRU - 2012,,598,"Chateau Pavie is a unique style of Bordeaux wine that is deep in colour. In fact, it is often opaque in the best years. The wine that comes out of Chateau Pavie is rich and filled with minerality, showing the unique purity of fruit.Read more",https://www.krisshop.com/en/product/5085768dc9532562/chateau-pavie-saint-emilion-grand-cru-2012.html
CHATEAU AUSONE,"Product Weight1 kgChâteau Ausone is a Bordeaux wine from Saint-Émilion appellation, one of only four wines, along with Château Angélus, Château Cheval Blanc and Château Pavie to be ranked Premier Grand Cru Classé (A) in the Classification of Saint-Émilion wine. The winery is located on the Right Bank of France's Bordeaux wine region in the Gironde department, close to the town of Saint-Émilion.Tasting Note : Wild aromas of mint, spearmint, cool chalk and dark fruits. Full-bodied, tight, linear and incredibly long with a evening-stone, blueberry, cherry and mineral undertone. Crisp and extremely persistent. Iodine and oyster shell here to round it all off.Grapes Varieties : Cabernet Franc, MerlotCountry : France Size : 750ml",CHATEAU AUSONE - SAINT EMILION - 2012,,910,"Château Ausone is a Bordeaux wine from Saint-Émilion appellation, one of only four wines, along with Château Angélus, Château Cheval Blanc and Château Pavie to be ranked Premier Grand Cru Classé (A) in the Classification of Saint-Émilion wine. The winery is located on the Right Bank of France's Bordeaux wine region in the Gironde department, close to the town of Saint-Émilion.Read more",https://www.krisshop.com/en/product/507ea28dc94d5118/chateau-ausone-saint-emilion-2012.html
TASCA,"Product Weight1.3 kgTasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Tasting NotesComplex and decadent aromas of dark berries, walnuts, licorice, and tar follow through to a full body with rich and ripe fruit and a soft and lightly velvety finishGrape VarietiesNero d' Avola, PerriconeCountryItaly.Size750 ml.",TASCA D'ALMERITA ROSSO DEL CONTE - 2015,,129,"Tasca d’Almerita is the leading Sicily winery for over 30 years, boasting two prestigious “Three Glass” awards. Its Regaleali Estate was also featured as one of the top vineyards in Italy by the pre-eminent Robb Report Singapore. Tasca d’Almerita carries a rich heritage of 200 years in winemaking. Here, research is foremost, to analyse and match each unique vineyard with the best grapes to produce the optimal wine! This takes time, but there is no hurry. Today, Tasca owns 5 different estates within Sicily – be certain that each produces wines that reveal different facets of Sicily!Read more",https://www.krisshop.com/en/product/ccda334dc34a7b6a/tasca-d-almerita-rosso-del-conte-2015.html
QUINTA DO NOVAL,"Product Weight1.3 kgOne of the oldest port houses, Quinta do Noval is also arguably the greatest. It is unique among top port houses in that most of the ports are made from estate grown fruit and, notably, all of the vintage Noval wines are from the single Quinta do Noval vineyard. Noval has a reputation for being an innovative producer. Noval pioneered the concept of Old Tawnies with an indication of age, as well as being the first to introduce a late-bottled vintage (LBV). Tasting NotesThe wine is wonderfully ripe, full and exuberant, spicy on the nose, with very fine long tannins and a classic Noval purity and elegance.Grape VarietiesTouriga Nacional, Touriga Francesa, Tinto Cão,
SousãoCountryPortugal.Size750 ml.",QUINTA DO NOVAL PORT VINTAGE 2017,,162,"One of the oldest port houses, Quinta do Noval is also arguably the greatest. It is unique among top port houses in that most of the ports are made from estate grown fruit and, notably, all of the vintage Noval wines are from the single Quinta do Noval vineyard. Noval has a reputation for being an innovative producer. Noval pioneered the concept of Old Tawnies with an indication of age, as well as being the first to introduce a late-bottled vintage (LBV). Read more",https://www.krisshop.com/en/product/ccc54f4dc3384e94/quinta-do-noval-port-vintage-2017.html
TERROIR AL LIMIT,"Product Weight1.5 kgAfter several years experimenting with different casks, sizes and producers, we now work with a combination of 500-litre barrels and different sizes of Stockinger, thus guaranteeing the most respectful elevage to allow the wine to rest before early bottling. We prefer bottling the wines in a rather reductive state with some hints of gas and lots of life. This means they are very fresh and vital when put into the bottle, resulting in a fresh, straightforward wine which is tight and has lots of tension.Tasting NotesThere are strong notes of licorice, red berries and Mediterranean herbs, and it's aromatic, expressive, open, clean and, frankly, very attractive. Like many 2017s, it doesn't show any heat or excess ripeness. The oak foudres are getting older every year and lend less and less aromas and flavors, and the wines feel purer and purer. This is a super elegant blend of Garnacha and Cariñena that's really balanced and has symmetry, definition and delineation, as chiseled and precise as if laser cut.  – Wine Advocate 93 points.Grapes VarietiesCarignan, Grenache CountrySpainSize750 ml",TERROIR AL LIMIT TERRA DE CUQUES - PRIORAT RED -  2017,,78,"Terroir al Limit is our flagship range, deeply inspired by the very old winemaking traditions of Burgundy. Dominik has fully embraced a biodynamic approach to viticulture, coupled with a gentle, non-intrusive winemaking style that favors whole-bunch fermentation, and concrete or amphora aging as an alternative to oak. Carefully selected plots of Garnacha and Carignan are individually expressed through a collection of site-specific wines with a timeless elegance that has become the hallmark of their style.Read more",https://www.krisshop.com/en/product/be8780683d3faa41/terroir-al-limit-terra-de-cuques-priorat-red-2017.html
CAVES D'ESCLANS,"Product Weight1.3 kgThe Caves d'Esclans is a wine merchant/wine maker created by Sacha Lichine. Originally a native of Bordeaux, he is equally the owner of the famous Château d'Esclans (Côtes de Provence) in the Var. Caves d'Esclans identifies the best vines and the finest grapes from Château d'Esclans and other local wine growers - who are chosen with the utmost attention.Tasting Notes : This rose will have broad appeal for its slippery palate of lemon and fresh flowers streaked with tangerines and crispe acidity to fill the finish.Grape Varieties : Grenache/Syrah/CinsaultCountry : FranceSize : 750 ml",THE PALM ROSE BY WHISPERING ANGEL - 2019,,46,"The Caves d'Esclans is a wine merchant/wine maker created by Sacha Lichine. Originally a native of Bordeaux, he is equally the owner of the famous Château d'Esclans (Côtes de Provence) in the Var. Caves d'Esclans identifies the best vines and the finest grapes from Château d'Esclans and other local wine growers - who are chosen with the utmost attention.Read more",https://www.krisshop.com/en/product/4a76ebcb8fb5bb58/the-palm-rose-by-whispering-angel-2019.html
MIRAVAL,"Product Weight1.3 kgMiraval covers 600 hectares of land in the heart of Provence. The exclusive valley location embodies an exceptional terroir. Terroir is the expression of the soil, the climate and the history of the land – the essence of the wine. In 2013, wine Spectator ranked the Côtes de Provence Rosé Miraval 84 on its list of 100 best wines. It was the only rosé to make the cut.Tasting Notes : STUDIO by Miraval is strongly influenced by the sea sprays and its proximity to the Mediterranean Sea, giving the wine a unique character and an amazing balance. The wine is floral on the nose, with notes of sugar cookies and churros. Mild acidity with notes of buttercups, honey-laced tea, and orange blossoms persevere. AAn iconic expression of Provence, perfectly approachable on a hot day.Grape Varieties : Cinsault/Grenache/Syrah/Rolle.Country : FranceSize : 750 ml",STUDIO BY MIRAVAL - 2020,,42,"Miraval covers 600 hectares of land in the heart of Provence. The exclusive valley location embodies an exceptional terroir. Terroir is the expression of the soil, the climate and the history of the land – the essence of the wine. In 2013, wine Spectator ranked the Côtes de Provence Rosé Miraval 84 on its list of 100 best wines. It was the only rosé to make the cut.Read more",https://www.krisshop.com/en/product/4a7dbfcb8fbb8ea2/studio-by-miraval-2020.html
CHATEAU LE GAY,"Product Weight1.3 kgChateau le Gay can trace its origins to a property dating from the eighteenth century called Manoir de Gay. Catherine Pere-Verge, the owner of Chateau Montviel in Pomerol since 1985, acquired the Le Gay in 2002 and employed the services of the famous oenologist-consultant Michel Rolland from Libourne. Adjacent to Petrus and Lafleur, the vineyard stretches over gravel, clay and limestone soils. The vineyard is planted with 65% Merlot and 35% Cabernet Franc. Tasting Notes :The intensity and freshness of the fruit carry through to the mid-palate with finesse, which then reveal perfectly balanced and structured tannins. Château Le Gay 2017 reveals the greatness of the Pomerol terroir by perfectly capturing the expression of each parcel that is blended into the wine. A Pomerol of perfect craftsmanship.Grapes Varieties : Cabernet Franc, Merlot.Country :FranceSize :750 ml",CHATEAU LE GAY - POMEROL - 2017,,240,"Chateau le Gay can trace its origins to a property dating from the eighteenth century called Manoir de Gay. Catherine Pere-Verge, the owner of Chateau Montviel in Pomerol since 1985, acquired the Le Gay in 2002 and employed the services of the famous oenologist-consultant Michel Rolland from Libourne. Adjacent to Petrus and Lafleur, the vineyard stretches over gravel, clay and limestone soils. The vineyard is planted with 65% Merlot and 35% Cabernet Franc. Read more",https://www.krisshop.com/en/product/82a03c9ad600c9bc/chateau-le-gay-pomerol-2017.html
LOUIS LATOUR,"Product Weight0 kgTasting Note: Our Chambertin Grand Cru « Cuvée Héritiers Latour » 2017 has a beautiful garnet colour. The nose is complex with almond, nutmeg and also flowers. With a fullbodied and powerful mouth, this Chambertin reveals spicy and fruity notes. Region: Chambertin Grand Cru.Grape: 100% Pinot Noir.Country: France.",LOUIS LATOUR 'CUVEE HERITIERS LATOUR' - PINOT NOIR - CHAMBERTIN GRAND CRU - 2017,,408,"Tasting Note: Our Chambertin Grand Cru « Cuvée Héritiers Latour » 2017 has a beautiful garnet colour. The nose is complex with almond, nutmeg and also flowers. With a fullbodied and powerful mouth, this Chambertin reveals spicy and fruity notes. Region: Chambertin Grand Cru.Grape: 100% Pinot Noir.Country: France.Read more",https://www.krisshop.com/en/product/49f64f2f99610d57/louis-latour-cuvee-heritiers-latour-pinot-noir-chambertin-grand-cru-2017.html
DOMAINES BARONS DE ROTHSCHILD,"Product Weight1.3 kgChâteau Lafite Rothschild, owned by the Rothschild family for five generations, was acquired by Baron James de Rothschild in 1868. In France, Lafite soon became known as the ""King's wine"", after being introduced to the Court at Versailles by Maréchal Richelieu. The classification of the Grands Crus Classés, prepared on the 1855 Universal Exhibition in Paris, officially ranked Château Lafite Rothschild as the ""Premier des Premiers"". Tasting Notes : WA 100 Deep garnet in color, the 2010 Lafite Rothschild is a little mute on the nose at this stage, opening to reveal warm blackcurrants, baked plums and boysenberry scents with hints of chocolate mint, violets, cedar chest and pencil lead. Full-bodied, rich and densely packed with perfumed black fruit layers, it has a rock-solid backbone of fantastically ripe, grainy tannins and beautiful freshness, finishing very long and minerally. Still very youthful! Grape Varieties : 84% Cabernet Sauvignon, 15% Merlot, and 1% Petit VerdotCountry : FranceSize  :750 ml",CHATEAU LAFITE ROTHSCHILD - PAUILLAC - 2010,,2300,"Château Lafite Rothschild, owned by the Rothschild family for five generations, was acquired by Baron James de Rothschild in 1868. In France, Lafite soon became known as the ""King's wine"", after being introduced to the Court at Versailles by Maréchal Richelieu. The classification of the Grands Crus Classés, prepared on the 1855 Universal Exhibition in Paris, officially ranked Château Lafite Rothschild as the ""Premier des Premiers"". Read more",https://www.krisshop.com/en/product/b257165c89345b55/chateau-lafite-rothschild-pauillac-2010.html
