brand,date_added,description,name,regular_price,sale_price,short_description,url
Tinto Negro,,,Tinto Negro Finca La Esceula Malbec,0,65,,https://www.asherbws.com/product/tinto-negro-finca-la-esceula-malbec/
Champagne & Sparkling Wine Promotion,,,Taittinger Brut 375ml Half Bottle,0,45,,https://www.asherbws.com/product/taittinger-brut-375ml-half-bottle/
Terrazas De Los Andes,,"Description

2 Days Turnaround Time To Delivery",Terrazas Grand Malbec 2017 x 6 Bottles Bundle,0,413.83,,https://www.asherbws.com/product/terrazas-grand-malbec-2017-x-6-bottles-bundle/
Tinto Negro,,,Tinto Negro Uco Valley Malbec,0,43,,https://www.asherbws.com/product/tinto-negro-uco-valley-malbec/
Trapiche Vineyards,,,Trapiche Vineyards Malbec,0,27,,https://www.asherbws.com/product/trapiche-vineyards-malbec/
Terrazas De Los Andes,,,Terrazas Reserva Malbec,0,33.3,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/terrazas-reserva-malbec-2010/
Tinto Negro,,,Tinto Negro Malbec Mendoza,0,36,,https://www.asherbws.com/product/tinto-negro-malbec-mendoza/
Terrazas De Los Andes,,"Description

2 Days Turnaround Time To Delivery",Terrazas Grand Malbec 2017,0,72.7,,https://www.asherbws.com/product/terrazas-grand-malbec-2017/
Terrazas De Los Andes,,"Description

Light yellow with green highlights in the glass, this wine reveals an intense & highly fruited nose with aromas such as peach & apricot freshly combined with delicate floral notes of jasmine. Mouthfilling and gratifying. Deep & well-rounded with an excellent balance due to the acidity & natural switness which characterize our Chardonnay. Its ageing in barrel gives it more complexity & roundness. The final is elegant and persistent.",Terrazas Reserva Chardonnay,0,33.3,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/terrazas-reserve-chardonnay-2011/
Terrazas De Los Andes,,"Description

Choose Any Combination of 6 Bottles From the Following.
Terrazas Reserva Chardonnay
Terrazas Reserva Cabernet Sauvignon
Terrazas Reserva Malbec",Terrazas Reserva x 6 Bottles Bundle,0,187.8,Please indicate wine types on the note section when you check out.,https://www.asherbws.com/product/terrazas-reserva-x-6-bottles-bundle/
Terrazas De Los Andes,,,Terrazas Reserva Malbec,0,33.3,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/terrazas-reserva-malbec/
Trapiche Vineyards,,,Trapiche Vineyards X 6 Bottles,0,155,,https://www.asherbws.com/product/trapiche-vineyards-x-6-bottles/
Terrazas De Los Andes,,"Description

Elegant deep red with black highlights in the glass, this wine oozes intense fruit notes such as blackberry, cherry & plum with sweet spivy hints. The aromas are excellently combined with bitter chocolate & smooth toasted notes, coming from barrel ageing.Intense and well balanced, the tannins are delicate, smooth & well-rounded. A long & elegant final with a great concentration of fruit",Terrazas Reserva Cabernet sauvignon,0,33.3,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/terrazas-reserve-cabernet-sauvignon-2010/
Villa Maria Estate,,"Description

TASTING NOTES
Nose – Aromas of passion-fruit, melon and snow peas.
Taste – Pure and juicy, displaying vibrant grapefruit and kaffir lime and gooseberry
Finish – It is  with fantastic mid-palate weight, and a balanced acidity.
RECOMMENDED FOOD PAIRING
Fresh pan fried fish or sautéed scallops with grilled seasonal vegetables.
EG : Fresh pan seared snapper or sautéed scallops with a tarragon dressing and fresh rocket salad",Villa Maria Cellar Selection Marlborough Sauvignon Blanc,0,38,"An intense expression of Marlborough Sauvignon Blanc, bursting with distinct Awatere Valley aromas of snow peas, kaffir lime and gooseberry. The wine is powerful and refined, displaying vibrant flavours and fresh acidity.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-sauvignon-blanc/
Villa Maria Estate,,,Villa Maria Cellar Selection Marlborough Pinot Noir 75cl,0,45,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-pinot-noir-75cl/
Villa Maria Estate,,,Villa Maria Private Bin Sauvignon Blanc,0,29,,https://www.asherbws.com/product/villa-maria-private-bin-sauvignon-blanc/
Villa Maria Promotion,,"Description

Purchase 6 Bottles of any Villa Maria Wines

Villa Maria Cellar Selection Chardonnay 2018
Villa Maria Private Bin Merlot 2018
Villa Maria Private Bin Chardonnay
Villa Maria Private Bin SauvignonBlanc",Villa Maria Private Bin (6 Bottles Bundle),0,162,,https://www.asherbws.com/product/villa-maria-6-bottles-bundle/
Villa Maria Estate,,,Villa Maria Cellar Selection Chardonnay,0,31.8,,https://www.asherbws.com/product/villa-maria-cellar-selection-chardonnay/
Villa Maria Estate,,,Villa Maria Private Bin Chardonnay,0,29,,https://www.asherbws.com/product/villa-maria-private-bin-chardonnay/
Villa Maria Estate,,,Villa Maria Lightly Sparkling Sauvignon Blanc x 12 Bottles,0,342,,https://www.asherbws.com/product/villa-maria-lightly-sparkling-sauvignon-blanc-x-12-bottles/
Villa Maria Estate,,,Villa Maria Cellar Selection Marlborough Pinot Noir 75cl X 6 Bottles,0,252,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-pinot-noir-75cl-x6/
Villa Maria Estate,,,Villa Maria Private Bin Pinot Noir,0,33,,https://www.asherbws.com/product/villa-maria-private-bin-pinot-noir/
Old Pulteney,,,Old Pulteney 15 Years,0,159,,https://www.asherbws.com/product/old-pulteney-15-years/
Wine Promotion,,,Wild Waves Marlborough Sauvignon Blanc x 6 Bottles,0,150,,https://www.asherbws.com/product/wild-waves-marlborough-sauvignon-blanc-x-6-bottles/
Villa Maria Estate,,,Villa Maria Private Bin Merlot,0,29,,https://www.asherbws.com/product/villa-maria-private-bin-merlot/
Wine Promotion,,,Wild Waves Marlborough Sauvignon Blanc,0,28,,https://www.asherbws.com/product/wild-waves-marlborough-sauvignon-blanc/
Octomore,,,Octomore 10.4 3 years,0,289,,https://www.asherbws.com/product/octomore-10-4-3-years/
Wyndham Estate,,,Wyndham Estate Bin 333 Pinot Noir,0,26,"A medium bodied style with juicy red cherry flavours with whole bunch complexity. The fine savoury tannins add balance and length to the palate
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/wyndham-estate-bin-333-pinot-noir/
Wyndham Estate,,,Wyndham Estate Bin 888 Cabernet Merlot,0,31,"Fresh red currant fruit and savory oak flavours with subtleties of mint and leaf supported by soft tannins
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/wyndham-estate-bin-888-cab-merlot/
Villa Maria Estate,,,Villa Maria Cellar Selection Marlborough Sauvignon Blanc X 12 bottles,0,396,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-sauvignon-blanc-x12/
Wyndham Estate,,,Wyndham Estate Bin 555 Shiraz,0,26,"Fresh plum and red berry fruits, with hints of toasted oak and soft chalky tannins. The fruit is expressive with a soft, balanced and generous palate weight. Flavour persistence and Shiraz expression is again a key to our BIN 555 Shiraz.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/wyndham-estate-bin-555-shiraz/
Villa Maria Estate,,,Villa Maria Cellar Selection Marlborough Sauvignon Blanc X 6 Bottles,0,210,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-sauvignon-blanc-x6/
Wyndham Estate,,"Description

Medium to full bodied palate with varietal blackcurrant, spice and plum Cabernet flavours complement integrated toasty oak. Subtle tannins create a soft, lingering finish to the palate.",Wyndham Estate Bin 444 Cabernet Sauvignon,0,26,,https://www.asherbws.com/product/wyndham-estate-bin-444-cab-sauvignon/
Villa Maria Estate,,,Villa Maria Cellar Selection Marlborough Pinot Noir 75cl X 12 Bottles,0,480,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/villa-maria-cellar-selection-marlborough-pinot-noir-75cl-x12/
Wyndham Estate,,"Description

TASTING NOTES
Colour – Pale straw with vibrant yellow hues
Nose – Ripe aromas of stone fruit and honeydew melon melded with nuances of crusty bread and nutty vanillin oak. A bouquet of great complexity and interest
Palate – Intense flavours of peach blended with fig and citrus enhanced by toasty oak and finishing with a creamy silky texture from malolactic fermentation. The wine has obvious presence by combining fruit intensity, oak maturation and aging on yeast lees for a modern twist on a classic style
FOOD PAIRING 
Garlic Prawns with Basil Pesto , Cream based Pasta or Chargrilled Chicken",Wyndham Estate Bin 222 Chardonnay,0,26,"Wyndham Estate produced a wine with a full flavoured soft palate, while lees contact has fleshed out the palate with a creamy mouth feel. Wyndham Estate Bin 222 is designed to be a robust intensely flavoured Chardonnay, it is definitely not shy, Enjoy!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/wyndham-estate-bin-222-chardonnay/
Perrier Jouet,,,Perrier Jouet Belle Epoque by Mischertraxler (Limited Stock),0,288,"Limited Stock Only. First buy first serve basis.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/perrier-jouet-belle-epoque-by-mischertraxler/
Farnese,,,Farnese Fantini Montepulciano D Abruzzo DOC 2011,0,29,,https://www.asherbws.com/product/farnese-fantini-montepulciano-d-abruzzo-doc-2011/
Penfolds,,,Penfolds Club Tawny Reserve,0,39,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/penfolds-club-port-old-tawny/
Arthur's Reserve,,,Arthur’s Reserve Shiraz,0,28,,https://www.asherbws.com/product/arthurs-reserve-shiraz/
France,,"Description

TASTING NOTES



BORDEAUX SUPERIOR


CHATEAU DE LAVAGNAC


A blend of Merlot 70% Cabernet Sauvignon 20% and Cabernet Franc 10%


A lovely ruby colour with violet rim. Elegant nose, spicy and soft with


good depth. Elegant and well balance. A wine with good structure and


 length.",Chateau Lavagnac,0,48,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/chateau-lavagnac/
Poggio Al Tesoro,,"Description

The wines of Poggio al Tesoro, produced from over 50 hectares (123 acres) of carefully tended vineyards and meticulous winemaking, are a finely-balanced combination of power and elegance: they are intense, deeply textured and brimming with multi-layered aromas and flavours with predominant, satisfying fruitiness.","Poggio Al Tesoro Cassiopea Rosato, Bolgheri DOC",0,49,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/poggio-al-tesoro-cassiopea-rosato-bolgheri-doc/
Baron Philippe De Rothschild,,,Reserve Mouton Cadet Graves Blanc,0,20,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/reserve-mouton-cadet-graves-blanc/
Poggio Al Tesoro,,"Description

Next Vintage :
The wines of Poggio al Tesoro, produced from over 50 hectares (123 acres) of carefully tended vineyards and meticulous winemaking, are a finely-balanced combination of power and elegance: they are intense, deeply textured and brimming with multi-layered aromas and flavours with predominant, satisfying fruitiness.","Poggio Al Tesoro Sondraia, Bolgheri DOC Superiore 2017 ( Stocks Arriving End July )",0,84,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/poggio-al-tesoro-sondraia-bolgheri-doc-superiore/
Poggio Al Tesoro,,"Description

The wines of Poggio al Tesoro, produced from over 50 hectares (123 acres) of carefully tended vineyards and meticulous winemaking, are a finely-balanced combination of power and elegance: they are intense, deeply textured and brimming with multi-layered aromas and flavours with predominant, satisfying fruitiness.","Poggio Al Tesoro Solosole, Bolgheri DOC",0,59,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/poggio-al-tesoro-solosole-bolgheri-doc-2/
Penfolds,,"Description

Penfolds Great Grandfather Rare Tawny, a special blend of the finest and oldest components of Grandfather Tawny, was first introduced in 1994 to celebrate Penfolds’ 150th anniversary. Great Grandfather, blended from exceptional aged Solera (a stacked blending system) material, contains the oldest parcels from the Solera.
This wine is immensely complex and powerful. The maturation Grandfather style relies on a fuller spirit for fortification and extended small old oak maturation to gain overall complexity and optimum balance.
Great Grandfather Rare Tawny is Penfolds’ rarest wine; only 1000 bottles are available each release. The first release, in 1994, deliberately comprised 1994 bottles.",Penfolds Great Grandfather (Limited Stock),0,358,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/penfolds-great-grandfather-limited-stock/
Castello Di Ama,,"Description

A small 15th century hamlet above Lecchi in Chianti, is patron to one of the most eclectic permanent contemporary collection of art in situ.
Marco Pallanti and Lorenza Sebasti’s Chianti Classico and other wines from the estate are among the best Tuscan wines because of their terrior character, elegance, depth and longevity.",Castello Di Ama Vigneto Bellavista Chianti Classico Gran Selezione DOCG,0,210,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/castello-di-ama-vigneto-bellavista-docg/
Chateau Cheval Blanc,,,Chateau Cheval Blanc (St Emilion Grand Cru),0,1008,"Premier Grand Cru Classe A (RP 91; WS 91)
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/chateau-cheval-blanc-2006/
Poggio Al Tesoro,,"Description

The wines of Poggio al Tesoro, produced from over 50 hectares (123 acres) of carefully tended vineyards and meticulous winemaking, are a finely-balanced combination of power and elegance: they are intense, deeply textured and brimming with multi-layered aromas and flavours with predominant, satisfying fruitiness.",Poggio Al Tesoro Mediterra Toscana IGT,0,58,"Syrah / Merlot / Cabernet Sauvignon
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/poggio-al-tesoro-mediterra-toscana-igt/
Cape Mentelle,,"Description

A rich and plush palate with great drive and intensity combining a vibrant mix of dark berries, couverture and wet slate with velvety tannins leading to a long, cool and mineral finish with great persistence.",Cape Mentelle Cabernet Sauvignon,0,88,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cape-mentelle-cabernet-sauvignon-2009/
Campo Viejo,,"Description

AWARDS
Silver – Catavinum World Wine and Spirits Competition 2015
Silver – Tempranillos the World 2014
Silver – Bacchus 2013
Silver – Asian Decanter Wine Awards 2013
TASTING NOTES
Colour – Ruby red with gold trim. Bright and deep.
Nose – Complex aromas. Great balance between fruit (cherries, plums, ripe blackberries) and clear tones from the wood (clove, pepper, vanilla and coconut). The sense of smell is further intensified with the aromas that develop during aging in bottle.
Palate – Smooth and balanced on the palate with a permanent, long and full end of elegant taste",Campo Viejo Reserva,0,47.5,"Grape Varietal – 85% Tempranillo, 10% Graciano 5% Mazuelo
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/campo-viejo-reserva/
San Polo,,"Description

The Estate is composed of 16 hectares of land, 8 of which are registered under the Brunello appellation, and is located at one of the highest elevations in the district of Montalcino, on the south-west slope of the wine producing area.",Poggio San Polo Brunello Di Montalcino DOCG,0,110,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/poggio-san-polo-brunello-di-montalcino-docg/
San Polo,,"Description

The Estate is composed of 16 hectares of land, 8 of which are registered under the Brunello appellation, and is located at one of the highest elevations in the district of Montalcino, on the south-west slope of the wine producing area.",Poggio San Polo Rosso Di Montalcino DOC,0,60,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/poggio-san-polo-rosso-di-montalcino-doc/
Cape Mentelle,,"Description

Soft and bright with abundant fruit including lime and white melon with subtle savoury, smokey characters leading to a fine, long and elegant finish.",Cape Mentelle Sauvignon Blanc Semillon,0,34.5,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/cape-mentelle-sauvignon-blanc-semillon-2013/
Campo Viejo,,"Description

AWARDS
Silver – Catavinum World Wine and Spirits Competition 2015
Gold – Bacchus 2014
Gold – Mundus Vini 2013
Silver – Mundus Vini 2011
TASTING NOTES
Colour – Ruby red with an edge lightly browned. Deep and vibrant color.
Nose – Complex aroma. Retains the fruity aromas of ripe red fruits, such as the blackberry, blueberry or cranberry and black plums, extraordinarily well balanced.
Taste – Mild flavor that fills the mouth with sweets and refined tannins
Finish – A long, elegant and perfumed with finishing touches of coffee with chocolate end.",Campo Viejo Grand Reserva,0,71,"Grape Varietal – 85% Tempranillo, 10% Graciano 5% Mazuelo

NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/campo-viejo-grand-reserva/
Beni Di Batasiolo,,"Description

Almost a crypt, where the ancient alchemy of transforming must into fine wines is celebrated. The sanctorum in which the grapes are selected by master vintners, who then heed the boiling of the fermentation in huge oak casks. The destination of the harvests of large estates, where the grapes were delivered once upon a time on carts drawn by horned oxen, whereas now they arrive for pressing only a short time after they have been picked. The winery as it was, with the old oak casks lined up imperiously along faintly-lit corridors. The winery as it is today, adjusted to the needs of an ever more demanding and selective market, in which quality is an unforgivable constant, a pre-requisite for a flawless, stable, homogeneous product. This means state-of-the-art equipment, and access to the most appropriate technologies. The new look, which stands alongside the old rather than its place, is one shiny steel, and electronically-controlled, automatic processes.",Beni Di Batasiolo Barolo (DOCG) 2015,0,74,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/beni-di-batasiolo-barolo-docg-2015-piedmont/
Brancott Estate,,"Description

AWARDS
1) GOLD – Decanter Awards 2013 – Vintage 2012
2) SILVER – International Wine Challenge, 2015 – Vintage 2014
3) SILVER – International Wine & Spirits Competition 2014 – Vintage 2013
4) SILVER – San Francisco International Wine Competition 2013 – Vintage 2012
5) SILVER- Concours Mondial Sauvignon 2013 – Vintage 2012
6) SILVER- International Wine Challenge 2013 – Vintage 2012
7) SILVER – Royal New Zealand Easter Show Wine Awards 2013 – Vintage 2012
8) JUDGED 91/100 – Beverage Testing Institute 2013
TASTING NOTES
The range of winemaking techniques has resulted in a complex wine displaying intense passionfruit, white peach and guava characters on the nose, with a touch of smoky oak. The palate is richly textured with grapefruit and stone fruit characters, in addition to a wonderful minerality all bound together by a crisp acidity and a lingering finish.
FOOD PAIRING 
Polenta and tomato relish



 The 2013 growing season was one of the best we have experienced in the last decade. Each parcel of fruit was picked at its flavour peak.
Chief Winemaker : Patrick Materman",Brancott Estate Brancott “B” Sauvignon Blanc,0,44,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/brancott-letter-series-b-sauvignon-blanc/
Brancott Estate,,"Description

AWARD
1) GOLD – Concours Mondial du Sauvignon – Apr 2013 –  Vintage 2012
2)GOLD – San Francisco International Wine Competition 2013  –  Vintage 2012
3) GOLD – Los Angeles International Wine Competition 2013 – Vintage 2012
4) GOLD MEDAL, JUDGED 90/100 & BEST BUY – Beverage Testing Institute 2013 – Vintage 2012
5) JUDGED 89/100 – Wine Spectator – Vintage 2012
TASTING NOTES
Colour – pale straw in colour with green highlights.
The 2014 Brancott Estate Marlborough Sauvignon Blanc displays sweet ripe fruit characters reminiscent of white stone fruit and citrus blossom with a crisp nettle highlight.  These stone fruit and pink grapefruit aromas are balanced by refreshing nettle flavours almost pungent in character.
FOOD PAIRING – BBQ PRAWNS


 “The 2014 vintage is a great expression of Marlborough Sauvignon Blanc displaying a fruity sweetness with punchy aromatics and a fresh crisp acidity.”
Chief Winemaker : Patrick Materman",Brancott Estate Classic Sauvignon Blanc,0,30,,https://www.asherbws.com/product/brancott-classic-sauvignon-blanc/
Allegrini,,"Description

Allegrini is one of the most highly-regarded and award-winning Italian wineries in the world.
Owned by the Allegrini Family, which has had roots in the Valpoliciella since the sixteenth century, the Company owns over 100 hectares of hillside vineyards in the Classico zone. Wines bearing the Allegrini brand are produced exclusively from grapes grown in the Estate’s vineyards.",Allegrini Amarone Della Valpolicella Classico DOC,0,148,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/allegrini-amarone-classico/
Brancott Estate,,"Description


AWARD
1) SILVER – New York International Wine Competition 2012 – Vintage 2011
2) JUDGED 89/100 – Beverage Testing Institute 2013 – Vintage 2011
TASTING NOTES
This wine exhibits a mix of red cherry and dark berry fruit notes with a slightly earthy, spicy complexity and hints of oak toast on the nose. It delivers sweet cherry fruit on the palate overlaying tobacco and licorice spice notes, with hints of fruit and spicy toast supporting this into the finish.

FOOD PAIRING 
French Classic, Duck Confit



 “Largely sourced from our Kaituna and Fairhall Vineyards, with the introduction of some Awatere Estates fruit, this Pinot Noir shows full fruit flavours, complexity and balance.”
Chief Winemaker : Patrick Materman",Brancott Estate Classic Pinot Noir,0,36,"CLEARANCE SALE!!!
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/brancott-classic-pinot-noir/
Balthasar Ress,,"Description

The Ress family is an old, established family in Hattenheim. In the 1880s, Balthasar Ress purchased the property of a bankrupt estate on Rheinallee 1. the site of today’s hotel and restaurant Kronenschlosschen and its predecessor, Hotel Ress, which Balthasar Ress opened in 1894. The family produces its own wines – literally, “Von Unserm” (our own) – a brand that is still used by Weingut Balthasar Ress to denote its most important house wines. The 25th of October marks a milestone in aviation history “Singapore Airlines – First to Fly A380” and “we’re on board! On the virgin flight of the new Airbus 380 from Singapore to Sydney and return the following day, Singapore Airlines will “redefine luxury in the sky” with 471 seats in three classes – economy, business and Singapore Airlines Suites. We’re especially proud that we’ll be on board with 180 bottles of our 2005 Rheingau Riesling Kabinett.",Balthasar Ress Schloss Reichartshausen Riesling Kabinett,0,42,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/balthasar-ress-schloss-reichartshausen-riesling-kabinett/
Dom Perignon,,,Dom Perignon P2 2002 Gift Box 75cl,0,462,,https://www.asherbws.com/product/dom-perignon-p2-vintage1996-gift-box/
Jacobs Creek,,"Description

A medium-bodied palate, with vibrant, layered fruit flavours supported by a framework of soft, fine-grained tannins, concluding with a long, velvety finish. This wine displays the synergies of flavour and structure which can be achieved by carefully blending soft, rounded Shiraz with elegant Cabernet Sauvignon.",Jacobs Creek Classic Shiraz Cabernet,0,24,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-shiraz-carbernet/
Jacobs Creek,,,Jacobs Creek Classic Shiraz X 6 Bottles,0,132,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-classic-shiraz-x-6-bottles/
Jacobs Creek,,,Jacobs Creek Classic Cabernet Sauvignon X 6 Bottles,0,132,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-classic-cabernet-sauvignon-x-6-bottles/
Jacobs Creek,,"Description

This medium-bodied Jacob’s Creek Merlot has ripe cherry, fresh plum and blueberry fruit flavours, enhanced by subtle oak.",Jacobs Creek Classic Merlot,0,24,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-merlot/
Jacobs Creek,,,Jacobs Creek Classic Merlot X 6 Bottles,0,132,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-classic-merlot-x-6-bottles/
Jacobs Creek,,"Description

This medium-bodied Jacob’s Creek Shiraz has generous flavours of pepper, plum and spicy fruit, with subtle hints of toasted oak.",Jacobs Creek Classic Shiraz,0,24,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-shiraz/
Wine Delivery,,,Harveys Organe 75cl (Pre-Order),0,51,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.
NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.",https://www.asherbws.com/product/harveys-organe-75cl/
Jacobs Creek,,"Description

This full-bodied Cabernet Sauvignon exhibits an aroma of mint and blackcurrant, with a palate rich in blackcurrant and plum fruit flavours with smooth tannins.",Jacobs Creek Classic Cabernet Sauvignon,0,24,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-cabernet-sauvignon/
Jacobs Creek,,"Description

This light to medium-bodied Semillon and Chardonnay blend boasts ripe melon, nectarine and fresh citrus flavours with a soft smooth finish.",Jacobs Creek Classic Sauvignon Blanc,0,24,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-sauvignon-blanc/
Wyndham Estate,,"Description

Juicy, ripe cherry and plum with hints of spice balanced by nutty oak providing the wine with a soft velvety finish.",Wyndham Estate Bin 999 Merlot,0,31,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/wyndham-estate-bin-999-merlot/
Wine Delivery,,,Harveys BisCrm Sherry 70cl,0,51,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/harveys-biscrm-sherry-70cl/
Jacobs Creek,,,Jacobs Creek Classic Shiraz Cabernet X 6 Bottles,0,132,NOTE: Actual wine vintage may differ from the image shown (due to time of image taken). Please contact us for clarification of wine vintage.,https://www.asherbws.com/product/jacobs-creek-classic-shiraz-cabernet-x-6-bottles/
Moet & Chandon,,,Moët & Chandon Impérial (Salmanazar) 900cl (Pre-Order),0,1488,"Pre-Order
Due to limited stock, pre-order item not available for next day delivery services.
All Pre-Order item requires 2-3 working days to process.",https://www.asherbws.com/product/moet-chandon-imperial-salmanazar/
